		--- STARS OF CATALOGUE ---
? For,12608,4951,0.000000,0.707339,-0.669922
? Per,12623,6038,0.000000,0.707943,0.701517
Mu Ari,12640,10342,0.000000,0.708454,0.349266
Iot Hor,12653,6124,0.000000,0.709284,-0.886632
? Per,12686,4461,0.000000,0.711185,0.934207
? Per,12692,11743,0.000000,0.711427,0.961781
Gam Cet,12706,9095,0.000000,0.712534,0.056476
? Ari,12719,11956,0.000000,0.713193,0.483581
? Per,12768,4985,0.000000,0.715960,0.773129
Pi Cet,12770,11956,0.000000,0.716119,-0.241880
The Per,12777,6326,0.000000,0.716449,0.859198
Omi Ari,12803,10434,0.000000,0.717983,0.267242
? Cas,12821,8693,0.000000,0.719198,1.183763
Mu Cet,12828,7392,0.000000,0.719697,0.176525
? Ari,12832,7908,0.000000,0.719772,0.217220
Tau-1 Eri,12843,6476,0.000000,0.720397,-0.324152
Gam Hor,12871,4912,0.000000,0.721946,-1.111854
Zet Hyi,12876,9454,0.000000,0.722317,-1.180133
? Cep,13055,4121,0.000000,0.732140,1.421544
? Ari,13061,4488,0.000000,0.732640,0.510459
? Ari,13108,4277,0.000000,0.735372,0.319112
? Ari,13121,10556,0.000000,0.736376,0.439615
Nu Hor,13141,9017,0.000000,0.737505,-1.096181
Bet For,13147,4788,0.000000,0.737795,-0.565590
Pi Ari,13165,11030,0.000000,0.738679,0.304810
Gam-2 For,13202,9965,0.000000,0.741342,-0.487680
? Ari,13209,11572,0.000000,0.741694,0.475786
Eta-2 For,13225,4999,0.000000,0.742840,-0.625589
Nu Hyi,13244,4056,0.000000,0.743839,-1.310165
? Per,13254,7199,0.000000,0.744312,0.668786
Eta-3 For,13265,4196,0.000000,0.744703,-0.622661
Eta Per,13268,3528,0.000000,0.744805,0.975560
Tau-2 Eri,13288,4980,0.000000,0.746297,-0.366589
Sig Ari,13327,11556,0.000000,0.748280,0.263232
? Per,13328,3714,0.000000,0.748371,0.611908
? Per,13339,4988,0.000000,0.749163,0.817546
? Cas,13367,5601,0.000000,0.750401,1.202331
Psi For,13473,6689,0.000000,0.757356,-0.670852
? Eri,13479,4646,0.000000,0.757423,-0.390540
? Per,13490,6760,0.000000,0.757953,0.669115
Tau Per,13531,5410,0.000000,0.760343,0.920879
Rho-2 Ari,13654,3867,0.000000,0.767108,0.319947
? Cas,13665,6649,0.000000,0.767714,1.073746
? Cet,13679,6490,0.000000,0.768946,0.146286
Eta Eri,13701,4540,0.000000,0.769810,-0.155302
